lead_id,nome_ficticio,municipio,canal_captacao,curso_interesse,faixa_etaria,turno_preferencia,dia_semana_contato,dias_sem_contato,n_tentativas,respondeu_contato,renda_estimada,converteu
667,Pietra Moura,Azevedo,Tráfego Orgânico,Inglês Teens,25-34,Tarde,Segunda-feira,8,4,1,9192.46,1
668,Maria Luísa Oliveira,Lima,Evento Presencial,Inglês Adulto,45-54,Manhã,Terça-feira,4,1,1,9259.0,0
669,Davi Lucas Dias,Sousa das Flores,Instagram,Inglês Adulto,35-44,Tarde,Quinta-feira,5,2,1,2104.83,0
670,Ana Sophia Machado,Campos Verde,Google Ads,Inglês Intermediário,35-44,Manhã,Sexta-feira,6,1,1,2346.06,0
671,Stella Ferreira,Duarte,Indicação,Inglês Intermediário,55+,Noite,Segunda-feira,11,3,0,2928.73,0
672,Yuri Porto,Teixeira,Google Ads,Espanhol,25-34,,Segunda-feira,6,1,1,6862.72,0
673,Emilly Vargas,Pastor,Evento Presencial,Inglês Teens,,Manhã,Terça-feira,4,3,1,1724.17,0
674,Pedro Montenegro,Farias,Facebook Ads,Inglês Adulto,45-54,Manhã,Segunda-feira,8,1,0,1186.64,0
675,Davi Moreira,Campos,Google Ads,Inglês Intermediário,25-34,Noite,Quinta-feira,6,0,0,11529.35,0
676,Kevin Cavalcante,Casa Grande das Pedras,Instagram,Inglês Básico,18-24,Tarde,Segunda-feira,9,3,0,4156.06,0
677,Lorenzo Santos,Sampaio,Evento Presencial,Inglês Básico,25-34,Noite,Quinta-feira,12,1,0,4493.76,0
678,Luiz Felipe Moreira,Novaes da Serra,Google Ads,Inglês Básico,45-54,Tarde,Sexta-feira,9,6,1,3126.63,0
679,Bruno da Cunha,da Cruz de Pacheco,Indicação,Inglês Intermediário,25-34,Manhã,Domingo,3,2,0,,0
680,Yuri da Mota,Carvalho,Instagram,Espanhol,35-44,Noite,Domingo,11,1,0,,0
681,Kevin Pimenta,Vieira,Indicação,Inglês Adulto,18-24,Manhã,Terça-feira,7,2,1,2203.96,0
682,Ayla Montenegro,Vasconcelos da Serra,Instagram,Inglês Básico,25-34,Manhã,Segunda-feira,9,2,0,3708.4,0
683,Eloá Pastor,Mendonça,Indicação,Inglês Básico,35-44,Noite,Terça-feira,5,4,1,1003.78,0
684,Daniela Cavalcante,Abreu,Google Ads,Inglês Intermediário,18-24,Manhã,Sexta-feira,9,3,0,2963.52,0
685,Maitê Nunes,Cavalcanti,Facebook Ads,Inglês Teens,,Manhã,Segunda-feira,6,4,0,2864.73,0
686,Arthur Barros,Santos,Instagram,Inglês Intermediário,18-24,Noite,Quarta-feira,5,2,0,2963.24,0
687,João Rezende,Leão do Amparo,Google Ads,Inglês Teens,45-54,Tarde,Terça-feira,6,4,1,2584.85,1
688,Oliver Pinto,Costela,Evento Presencial,Inglês Teens,25-34,,Terça-feira,6,4,1,2023.89,0
689,Ana Monteiro,Porto,Tráfego Orgânico,Inglês Básico,55+,Tarde,Sexta-feira,7,1,0,1284.85,0
690,Ísis da Rocha,Moreira dos Dourados,Google Ads,Inglês Adulto,35-44,Noite,Quinta-feira,9,2,0,3790.03,0
691,Liz Mendes,da Costa da Serra,Instagram,Francês,18-24,Manhã,Quinta-feira,11,2,0,2967.43,0
692,Nathan da Rosa,Peixoto,Tráfego Orgânico,Inglês Intermediário,18-24,Manhã,Sábado,9,6,0,,0
693,Ana Sophia Sales,Silva,Instagram,Inglês Básico,18-24,Noite,Segunda-feira,7,3,1,3622.47,0
694,Emanuel Macedo,Pimenta de Borges,Instagram,Espanhol,35-44,Noite,Segunda-feira,5,2,0,2975.88,0
695,Rafaela Martins,Ferreira das Pedras,Evento Presencial,Espanhol,45-54,Noite,Quarta-feira,11,0,0,2716.11,0
696,Luigi Pereira,Novais,Google Ads,Inglês Adulto,,Tarde,Quinta-feira,4,4,0,1068.73,0
697,Levi Silva,Correia,Facebook Ads,Inglês Adulto,25-34,Manhã,Quinta-feira,6,3,0,5095.13,0
698,Dr. Murilo Cardoso,Moura,Google Ads,Inglês Básico,35-44,Tarde,Segunda-feira,5,3,0,1776.39,0
699,Sr. Liam da Costa,Pinto,Facebook Ads,Inglês Teens,25-34,Noite,Domingo,6,3,0,3623.94,0
700,Camila da Mata,Teixeira da Prata,Instagram,Inglês Intermediário,,,Terça-feira,8,0,0,,0
701,Isadora Casa Grande,Martins,Instagram,Inglês Básico,25-34,,Quarta-feira,8,0,0,2826.29,0
702,Benicio da Rocha,da Mota,Instagram,Inglês Adulto,,Manhã,Quinta-feira,10,1,0,6596.4,0
703,Mariah da Cruz,Correia,Instagram,Francês,55+,Noite,Domingo,8,3,1,4688.69,0
704,Luan Oliveira,Vieira,Tráfego Orgânico,Inglês Teens,25-34,Noite,Quinta-feira,8,2,0,6516.16,0
705,Sra. Esther Teixeira,Rodrigues,Instagram,Inglês Básico,18-24,Tarde,Domingo,7,0,0,4197.44,0
706,Theo Moraes,Monteiro de Cavalcanti,Google Ads,Inglês Básico,18-24,Noite,Terça-feira,7,1,0,4352.03,0
707,Sara das Neves,Rios,Tráfego Orgânico,Espanhol,35-44,Noite,Quinta-feira,9,3,1,1314.08,1
708,Alícia Borges,Aragão,Tráfego Orgânico,Espanhol,25-34,Manhã,Sexta-feira,8,1,1,2939.16,1
709,Sofia Marques,da Paz do Oeste,Google Ads,Inglês Adulto,55+,Tarde,Quarta-feira,5,5,1,3092.76,0
710,Henrique Pacheco,da Cunha Alegre,Google Ads,Inglês Adulto,35-44,Noite,Quarta-feira,3,5,1,6860.49,1
711,Sr. Benicio da Paz,Aparecida de Caldeira,Evento Presencial,Inglês Intermediário,25-34,Manhã,Domingo,6,2,1,2649.41,0
712,Olivia da Paz,Nascimento,Facebook Ads,Inglês Intermediário,35-44,Tarde,Segunda-feira,8,2,0,4048.86,1
713,Alexia Caldeira,Castro,Tráfego Orgânico,Inglês Básico,25-34,Tarde,Quarta-feira,11,2,1,3962.72,1
714,Catarina da Luz,Mendonça,Evento Presencial,Inglês Básico,,Noite,Sábado,7,1,1,6615.96,0
715,Sra. Maria Luiza Fonseca,Barbosa,Tráfego Orgânico,Inglês Básico,,Tarde,Sábado,7,0,0,3251.78,0
716,Murilo Aragão,Silveira,Instagram,Inglês Teens,35-44,Noite,Domingo,7,0,0,5518.17,0
717,Evelyn Fonseca,Pastor de Pacheco,Google Ads,Inglês Básico,55+,,Sábado,9,2,0,1370.38,0
718,Laura Barbosa,Leão do Oeste,Indicação,Inglês Básico,35-44,Manhã,Segunda-feira,8,3,0,1440.59,0
719,Sofia Machado,da Conceição do Campo,Facebook Ads,Inglês Adulto,45-54,Noite,Sábado,7,0,1,996.93,0
720,Lara Pinto,da Conceição do Campo,Evento Presencial,Inglês Básico,25-34,Manhã,Quarta-feira,4,3,0,5392.75,0
721,Bárbara Cardoso,Sousa,Google Ads,Inglês Básico,45-54,Manhã,Quinta-feira,4,0,1,5069.69,0
722,Matteo Freitas,Costa das Flores,Google Ads,Inglês Adulto,,Tarde,Quarta-feira,9,1,1,5731.73,0
723,Dr. Diego Costa,Barbosa,Indicação,Inglês Intermediário,35-44,Noite,Sexta-feira,13,4,0,2411.42,0
724,Sophia Guerra,Pacheco de Mendonça,Evento Presencial,Inglês Adulto,18-24,Tarde,Quinta-feira,12,4,0,2567.19,1
725,Ana Cecília Aparecida,Lopes,Indicação,Espanhol,25-34,Manhã,Sábado,6,1,1,3274.57,0
726,Davi Miguel Silva,Cunha,Indicação,Inglês Básico,35-44,Tarde,Terça-feira,4,2,1,7743.06,0
727,Dr. Valentim Marques,Cavalcanti de Gomes,Instagram,Espanhol,18-24,Manhã,Terça-feira,6,3,0,8885.04,0
728,Théo Carvalho,Carvalho dos Dourados,Indicação,Espanhol,35-44,Manhã,Quarta-feira,11,2,0,5416.0,0
729,Dr. Enrico Gonçalves,Pires,Google Ads,Inglês Teens,45-54,Tarde,Segunda-feira,7,0,0,,0
730,Letícia Pastor,da Mata do Oeste,Google Ads,Inglês Adulto,45-54,Manhã,Sexta-feira,8,1,1,7295.25,0
731,Dr. Kaique Melo,Cardoso do Norte,Instagram,Inglês Adulto,18-24,Tarde,Terça-feira,2,1,0,3040.58,0
732,Léo Farias,da Mota,Indicação,Inglês Adulto,55+,,Quinta-feira,10,4,0,2822.84,0
733,Brenda Leão,Camargo,Indicação,Inglês Adulto,18-24,Noite,Segunda-feira,12,2,1,3260.24,0
734,Lorena Vieira,Marques de Leão,Instagram,Inglês Básico,25-34,Tarde,Terça-feira,2,4,0,,0
735,Dra. Amanda Peixoto,Teixeira,Indicação,Francês,45-54,Tarde,Quinta-feira,6,1,0,3178.81,1
736,Julia Rezende,Câmara da Mata,Facebook Ads,Inglês Adulto,18-24,,Terça-feira,6,1,1,1893.05,1
737,Heloísa Silveira,Vieira,Instagram,Inglês Teens,18-24,Noite,Terça-feira,4,4,0,,0
738,Rhavi Cavalcante,Oliveira,Instagram,Inglês Intermediário,18-24,Manhã,Terça-feira,8,2,0,4719.92,0
739,Maria Helena Casa Grande,Borges,Instagram,Inglês Básico,,Manhã,Terça-feira,9,8,1,7683.09,0
740,Isabelly Andrade,Moreira do Amparo,Google Ads,Inglês Adulto,45-54,Tarde,Quinta-feira,11,1,1,1428.55,0
741,Brenda Correia,Pastor,Indicação,Inglês Adulto,18-24,Manhã,Segunda-feira,8,2,0,9961.19,0
742,Pedro Lucas Dias,Martins de da Mota,Indicação,Inglês Intermediário,18-24,Manhã,Quarta-feira,6,2,0,1473.88,0
743,Clarice Jesus,Siqueira,Tráfego Orgânico,Inglês Intermediário,35-44,Manhã,Sexta-feira,9,2,1,1810.66,0
744,Srta. Maria Sophia Montenegro,Sousa de Goiás,Indicação,Inglês Básico,,Noite,Quinta-feira,8,3,1,,0
745,Olivia Sousa,Duarte,Google Ads,Inglês Adulto,35-44,Noite,Quinta-feira,8,2,1,7185.1,1
746,Srta. Cecilia Moreira,Pacheco de Goiás,Google Ads,Inglês Intermediário,55+,Noite,Terça-feira,4,3,1,3962.31,0
747,Luan Ribeiro,Oliveira,Instagram,Francês,35-44,Noite,Domingo,4,2,1,,0
748,Valentina Garcia,Leão,Google Ads,Inglês Básico,,Tarde,Quarta-feira,6,3,1,2263.29,1
749,Sr. Raul Nascimento,Aparecida,Tráfego Orgânico,Inglês Intermediário,25-34,,Terça-feira,12,0,1,1642.14,0
750,Dr. João Pimenta,Siqueira de Vargas,Tráfego Orgânico,Inglês Básico,45-54,,Sábado,9,3,0,6525.44,1
751,Evelyn da Cruz,Lima,Instagram,Inglês Adulto,18-24,Noite,Quinta-feira,5,1,1,5430.41,0
752,Kaique Câmara,Mendes do Campo,Instagram,Inglês Intermediário,18-24,Noite,Quinta-feira,4,6,1,7364.05,0
753,João Pedro Santos,Monteiro de da Costa,Instagram,Inglês Adulto,35-44,Tarde,Sábado,5,3,0,4353.64,0
754,Samuel Dias,Novais,Google Ads,Francês,18-24,Tarde,Segunda-feira,9,2,0,818.41,0
755,Marcela Novais,Sales,Facebook Ads,Inglês Básico,45-54,Tarde,Sábado,9,4,1,1765.16,0
756,Sra. Laura Campos,Cunha Grande,Instagram,Inglês Adulto,35-44,Manhã,Quinta-feira,7,3,0,,0
757,Ísis Garcia,da Rocha de Goiás,Instagram,Inglês Básico,55+,Tarde,Quarta-feira,4,0,1,2855.99,0
758,Manuella Vargas,Almeida,Evento Presencial,Inglês Básico,25-34,Manhã,Terça-feira,7,2,0,2573.84,0
759,João Vitor Aparecida,Rios de das Neves,Indicação,Inglês Intermediário,25-34,Manhã,Segunda-feira,7,5,0,1907.87,0
760,Bruno Ferreira,Santos,Google Ads,Inglês Básico,35-44,Noite,Domingo,12,3,0,5894.01,0
761,Jade Souza,Oliveira de Souza,Facebook Ads,Inglês Adulto,25-34,Noite,Segunda-feira,10,0,1,4498.16,0
762,Hadassa Costa,Marques,Instagram,Inglês Adulto,,Noite,Terça-feira,5,3,0,4610.88,0
763,Júlia Novais,Vargas de Carvalho,Indicação,Inglês Teens,35-44,,Sexta-feira,5,2,1,2470.16,0
764,Sra. Cecilia Caldeira,Cirino da Praia,Indicação,Inglês Adulto,55+,Noite,Sexta-feira,7,1,0,3856.35,1
765,Isabella da Cruz,Santos de Porto,Evento Presencial,Inglês Adulto,35-44,Noite,Segunda-feira,6,2,0,1676.98,0
766,Vinícius Câmara,Pires,Indicação,Inglês Intermediário,18-24,Noite,Sexta-feira,7,1,0,3258.8,0
767,Isabel Aragão,Gomes,Instagram,Inglês Básico,25-34,Noite,Quinta-feira,4,2,0,871.45,0
768,Noah Farias,Moura do Norte,Indicação,Inglês Básico,,Tarde,Sábado,11,2,1,1477.42,1
769,Sra. Beatriz Rodrigues,Lima Paulista,Indicação,Inglês Adulto,18-24,,Segunda-feira,2,4,1,2931.43,0
770,André Novaes,Viana,Facebook Ads,Francês,25-34,Noite,Segunda-feira,9,1,0,12923.9,0
771,Nicolas Rezende,Pinto,Instagram,Inglês Básico,25-34,Noite,Quinta-feira,2,0,0,,0
772,Pietra Rezende,Sousa do Norte,Google Ads,Inglês Adulto,18-24,Tarde,Segunda-feira,9,1,1,1766.14,0
773,João Pedro Duarte,Aragão do Campo,Google Ads,Inglês Teens,25-34,Tarde,Quinta-feira,7,1,1,3943.19,0
774,Bento Vargas,Fonseca dos Dourados,Tráfego Orgânico,Inglês Teens,,Tarde,Segunda-feira,4,1,1,9262.24,0
775,Igor Nascimento,Fonseca,Indicação,Inglês Adulto,35-44,Tarde,Sexta-feira,6,0,1,3911.64,0
776,Dra. Ana Carolina Cavalcanti,Cavalcanti da Prata,Tráfego Orgânico,Inglês Adulto,18-24,Noite,Sábado,4,0,0,,0
777,Emanuelly Andrade,Novais,Facebook Ads,Inglês Adulto,35-44,Noite,Sábado,6,2,0,2906.88,0
778,Sabrina Cirino,Carvalho,Instagram,Espanhol,,Tarde,Domingo,5,3,1,2643.02,0
779,Sra. Ana Carolina Albuquerque,da Costa da Prata,Tráfego Orgânico,Inglês Básico,45-54,Tarde,Sábado,4,2,1,3661.83,0
780,Cauê Farias,Rezende,Tráfego Orgânico,Espanhol,18-24,Tarde,Quarta-feira,9,2,1,2436.84,0
781,Rafael Ramos,Sousa de Sá,Instagram,Inglês Básico,25-34,Manhã,Quarta-feira,7,1,0,5212.77,0
782,Valentina Monteiro,Sá,Evento Presencial,Inglês Teens,25-34,Tarde,Sábado,4,0,0,,0
783,Thiago Martins,Duarte,Google Ads,Inglês Básico,25-34,Noite,Sábado,7,2,1,,1
784,Gael Camargo,da Mata do Galho,Facebook Ads,Inglês Básico,25-34,Noite,Domingo,6,0,0,3576.5,0
785,Sr. Raul Ramos,da Mota do Norte,Evento Presencial,Inglês Básico,45-54,Manhã,Sexta-feira,14,0,0,3110.14,0
786,Francisco Albuquerque,Freitas,Instagram,Inglês Intermediário,45-54,,Terça-feira,8,3,1,,0
787,Sra. Laís Nunes,Machado do Amparo,Tráfego Orgânico,Inglês Intermediário,25-34,,Domingo,3,4,0,2041.9,1
788,Evelyn Cavalcanti,Melo,Instagram,Inglês Básico,18-24,Tarde,Domingo,7,1,0,6766.75,0
789,Maria Luiza Lima,Machado da Praia,Tráfego Orgânico,Inglês Intermediário,35-44,Noite,Quinta-feira,9,2,0,3120.63,0
790,Lunna Borges,Correia,Facebook Ads,Inglês Intermediário,35-44,Noite,Sábado,10,1,1,4079.12,1
791,Aylla Cirino,Borges de Barros,Instagram,Inglês Teens,25-34,Noite,Quinta-feira,9,2,0,2157.65,0
792,Rhavi Duarte,Cavalcanti da Mata,Google Ads,Espanhol,35-44,Manhã,Domingo,8,3,0,,0
793,André da Luz,Caldeira,Instagram,Inglês Adulto,25-34,Manhã,Segunda-feira,10,2,0,1645.56,0
794,Isabela Machado,da Mota,Indicação,Inglês Básico,35-44,Tarde,Sábado,7,0,0,3697.65,0
795,Lucas da Rosa,Sampaio,Indicação,Inglês Básico,25-34,Manhã,Segunda-feira,6,2,0,4291.41,0
796,Alexia da Luz,Monteiro,Instagram,Espanhol,25-34,Tarde,Terça-feira,3,1,1,4174.94,0
797,Maria Cecília Sales,Costela,Indicação,Inglês Básico,,Noite,Segunda-feira,6,1,0,2129.3,0
798,Bento Rios,da Rocha,Instagram,Inglês Intermediário,35-44,Manhã,Quarta-feira,6,1,0,2899.78,0
799,Ravi Lucca das Neves,Rodrigues da Prata,Facebook Ads,Espanhol,,Tarde,Terça-feira,5,5,0,4703.09,0
800,Nathan Rodrigues,Melo,Facebook Ads,Francês,35-44,Noite,Domingo,9,2,0,3115.76,0
801,Luana Sales,Leão dos Dourados,Facebook Ads,Inglês Intermediário,35-44,Tarde,Quinta-feira,8,7,0,2988.42,0
802,Juan Freitas,da Rocha,Instagram,Inglês Adulto,35-44,Tarde,Sábado,10,0,0,9970.89,0
803,Hellena Câmara,Azevedo,Tráfego Orgânico,Inglês Intermediário,18-24,Noite,Terça-feira,7,3,1,2074.5,0
804,Rhavi Cassiano,da Conceição,Google Ads,Inglês Teens,25-34,Manhã,Segunda-feira,11,2,1,,1
805,Maria Fernanda Leão,Jesus Verde,Indicação,Inglês Básico,25-34,Manhã,Sexta-feira,7,2,0,1854.64,1
806,Dra. Olivia Sá,Rezende Alegre,Indicação,Inglês Básico,35-44,,Sexta-feira,10,3,1,5017.3,1
807,Helena Teixeira,Pastor de Rios,Facebook Ads,Inglês Adulto,45-54,Tarde,Quinta-feira,5,0,1,,1
808,Bruno Moura,Marques de da Rosa,Instagram,Inglês Básico,25-34,Tarde,Sexta-feira,10,3,0,2643.39,0
809,Vitória Santos,Vieira,Google Ads,Inglês Adulto,45-54,Manhã,Sábado,4,1,0,1791.67,0
810,Sr. Daniel Araújo,Cavalcante Paulista,Evento Presencial,Inglês Intermediário,18-24,,Quinta-feira,9,1,1,,0
811,Sofia Costa,Mendes,Indicação,Espanhol,25-34,Manhã,Domingo,5,3,0,2495.4,0
812,Zoe Cassiano,da Paz do Norte,Indicação,Inglês Teens,18-24,Noite,Sexta-feira,7,2,0,4674.79,0
813,Luan Moreira,Fogaça,Evento Presencial,Inglês Intermediário,35-44,Tarde,Quinta-feira,11,5,1,1934.92,0
814,Bruna Rodrigues,Marques da Serra,Google Ads,Inglês Teens,18-24,Noite,Quarta-feira,4,0,0,3691.69,0
815,Samuel Borges,Silva,Indicação,Inglês Básico,25-34,Manhã,Segunda-feira,8,3,1,1553.84,0
816,Melissa Araújo,Cirino da Serra,Tráfego Orgânico,Inglês Intermediário,35-44,Manhã,Terça-feira,4,3,0,3077.52,0
817,Caroline Moraes,Castro,Tráfego Orgânico,Inglês Básico,25-34,Tarde,Sexta-feira,4,0,0,1862.44,0
818,Mirella Nunes,Camargo,Google Ads,Espanhol,18-24,Noite,Sexta-feira,9,0,0,3353.06,0
819,Ravi Rocha,Dias,Facebook Ads,Inglês Teens,18-24,Manhã,Terça-feira,7,2,0,2656.92,0
820,Antônio Gonçalves,Macedo,Instagram,Espanhol,25-34,Tarde,Quinta-feira,4,1,1,1818.59,0
821,Alexandre Souza,Freitas da Serra,Indicação,Espanhol,25-34,Tarde,Terça-feira,7,4,1,2436.06,0
822,Brayan Aparecida,Novais,Google Ads,Francês,18-24,Manhã,Terça-feira,9,0,1,2093.79,0
823,Manuella Sampaio,Rios,Instagram,Inglês Básico,35-44,Noite,Domingo,5,2,0,1699.11,0
824,Vitor Hugo Araújo,Ferreira Grande,Facebook Ads,Espanhol,25-34,Manhã,Quarta-feira,5,2,0,6348.85,0
825,Ravy Andrade,Machado da Prata,Tráfego Orgânico,Inglês Adulto,35-44,Tarde,Terça-feira,5,3,0,2871.02,0
826,Nicolas Cirino,Nascimento,Indicação,Inglês Intermediário,25-34,Manhã,Quarta-feira,8,8,0,1042.41,0
827,Otto Freitas,Campos do Sul,Google Ads,Inglês Adulto,18-24,Tarde,Quarta-feira,6,1,1,2484.22,0
828,Melissa Garcia,Monteiro Grande,Instagram,Inglês Intermediário,18-24,Tarde,Sexta-feira,8,3,0,5788.39,0
829,Anna Liz Rodrigues,Dias de Cassiano,Tráfego Orgânico,Inglês Básico,25-34,Tarde,Domingo,8,4,0,,0
830,Ágatha Carvalho,Sousa,Instagram,Inglês Básico,18-24,Tarde,Quinta-feira,8,2,0,7976.68,0
831,Marcela Campos,Ramos da Mata,Facebook Ads,Inglês Básico,25-34,Noite,Quinta-feira,7,4,1,2184.96,0
832,Vitor Gabriel Gonçalves,da Rocha de Sá,Google Ads,Inglês Intermediário,,,Quarta-feira,6,3,0,4616.5,0
833,Carolina Siqueira,Nunes,Instagram,Espanhol,45-54,Noite,Quinta-feira,10,1,1,,0
834,Alexandre Sá,Fernandes de Sales,Facebook Ads,Inglês Adulto,25-34,,Terça-feira,10,1,1,4483.35,0
835,Kaique Martins,Siqueira,Facebook Ads,Inglês Adulto,,Tarde,Segunda-feira,10,1,1,1643.44,0
836,Ísis Lima,Aparecida de Carvalho,Google Ads,Inglês Intermediário,35-44,Manhã,Sábado,5,0,0,2084.24,0
837,Maria Helena da Conceição,das Neves,Tráfego Orgânico,Inglês Intermediário,,Tarde,Quarta-feira,9,2,0,,0
838,Raul Ferreira,Guerra,Evento Presencial,Inglês Básico,,Noite,Quarta-feira,4,3,0,2248.42,0
839,João Guilherme Correia,Machado,Google Ads,Inglês Teens,25-34,Noite,Segunda-feira,10,4,1,5985.77,0
840,Srta. Ana Beatriz Ribeiro,Borges Alegre,Google Ads,Inglês Básico,25-34,Noite,Sábado,5,2,1,2762.42,0
841,Allana da Costa,Pereira,Indicação,Inglês Teens,18-24,Noite,Terça-feira,11,1,1,3783.14,0
842,Bernardo Brito,Pacheco,Tráfego Orgânico,Inglês Teens,25-34,Manhã,Quarta-feira,11,1,0,1632.98,0
843,Ana Beatriz Machado,Viana,Google Ads,Inglês Adulto,45-54,Manhã,Sábado,5,1,0,2504.82,0
844,Ana Julia da Cruz,Costa do Sul,Google Ads,Espanhol,45-54,Noite,Quarta-feira,5,2,1,2162.67,0
845,Srta. Maria Liz Macedo,Nascimento,Indicação,Inglês Básico,18-24,,Domingo,9,2,0,3962.37,0
846,Vitor Hugo Cunha,Rocha de Rios,Tráfego Orgânico,Espanhol,25-34,Manhã,Terça-feira,8,2,0,3684.08,0
847,Davi Miguel Montenegro,Moraes,Instagram,Inglês Teens,25-34,Noite,Sexta-feira,6,0,1,4514.17,0
848,Igor Siqueira,Correia do Amparo,Facebook Ads,Inglês Teens,25-34,Noite,Domingo,1,1,0,2672.4,0
849,Luiza Oliveira,Pereira do Galho,Indicação,Inglês Adulto,35-44,Noite,Quinta-feira,7,2,0,2098.32,0
850,Luna da Costa,Rios,Evento Presencial,Inglês Teens,18-24,Tarde,Sexta-feira,9,2,0,3870.04,1
851,Diego Ribeiro,Gonçalves Grande,Instagram,Francês,,Noite,Quarta-feira,6,2,0,,0
852,Hellena Jesus,Freitas das Flores,Instagram,Inglês Intermediário,55+,Manhã,Sexta-feira,12,1,1,6333.77,0
853,João Guilherme Araújo,Albuquerque da Mata,Tráfego Orgânico,Inglês Teens,35-44,Tarde,Sábado,6,2,0,3286.34,0
854,Emanuella Pires,Ferreira da Mata,Evento Presencial,Inglês Teens,35-44,Tarde,Sexta-feira,7,0,0,,0
855,Mariane Novais,Novais de Borges,Instagram,Inglês Intermediário,25-34,Noite,Domingo,3,0,0,4512.99,0
856,Ana Julia Ferreira,Siqueira,Google Ads,Espanhol,25-34,Noite,Quinta-feira,11,0,0,3356.04,0
857,Maria Helena Viana,Sousa de Leão,Facebook Ads,Inglês Intermediário,18-24,Noite,Quinta-feira,6,3,1,1406.12,0
858,Luiza Sampaio,da Paz de Castro,Tráfego Orgânico,Inglês Adulto,35-44,Manhã,Terça-feira,9,1,1,1952.24,0
859,Maria Luísa Cassiano,Siqueira das Pedras,Instagram,Inglês Básico,18-24,Tarde,Sexta-feira,4,1,0,6262.02,0
860,Marcos Vinicius Cirino,Pastor,Google Ads,Inglês Básico,45-54,Manhã,Sábado,7,1,0,3665.26,1
861,Olívia da Costa,Casa Grande,Facebook Ads,Inglês Teens,25-34,Noite,Quinta-feira,8,4,0,1388.05,0
862,Kaique Santos,da Rosa,Facebook Ads,Inglês Intermediário,25-34,Manhã,Terça-feira,7,3,0,4247.9,0
863,Ravi Araújo,Moura de Farias,Tráfego Orgânico,Inglês Intermediário,25-34,Manhã,Quinta-feira,7,1,0,2573.25,0
864,Maria Sophia Leão,Pastor,Google Ads,Inglês Básico,55+,Noite,Sexta-feira,8,1,1,2163.63,0
865,Vitória Carvalho,Borges do Sul,Indicação,Inglês Intermediário,18-24,Tarde,Domingo,8,3,0,,0
866,Isabelly da Cunha,Porto Paulista,Evento Presencial,Inglês Teens,18-24,Noite,Segunda-feira,4,4,0,6066.15,0
867,Lucas Ramos,Cavalcanti da Prata,Tráfego Orgânico,Espanhol,,Manhã,Segunda-feira,6,0,0,1187.37,0
868,Rael Freitas,Santos de Nunes,Tráfego Orgânico,Inglês Básico,35-44,Noite,Quarta-feira,5,1,1,,1
869,Vitor Gabriel Silveira,Costa,Indicação,Inglês Adulto,55+,Manhã,Segunda-feira,6,2,0,3739.05,0
870,Benjamim da Mata,Garcia,Instagram,Inglês Intermediário,25-34,Manhã,Domingo,7,0,1,8338.33,0
871,Ana Cecília Barbosa,Novaes do Amparo,Facebook Ads,Inglês Adulto,,Tarde,Quarta-feira,5,2,0,4746.39,0
872,Henrique Mendes,da Rosa,Indicação,Inglês Intermediário,25-34,Manhã,Quinta-feira,9,1,1,2197.78,1
873,Lucas Gabriel da Rosa,Monteiro da Prata,Evento Presencial,Inglês Intermediário,35-44,Noite,Terça-feira,5,3,1,,0
874,Heitor Correia,Câmara de Alves,Instagram,Inglês Intermediário,18-24,Manhã,Quarta-feira,4,1,0,1661.04,0
875,Srta. Pietra da Cruz,Cassiano,Facebook Ads,Inglês Adulto,25-34,Manhã,Domingo,10,1,0,4049.92,0
876,Dra. Gabrielly Gonçalves,da Rosa do Amparo,Tráfego Orgânico,Inglês Adulto,35-44,,Quarta-feira,5,2,0,4577.0,0
877,Yuri Duarte,Rezende,Instagram,Inglês Intermediário,25-34,Manhã,Segunda-feira,6,0,1,2155.77,0
878,Mateus Martins,Leão da Serra,Instagram,Inglês Teens,25-34,Noite,Terça-feira,7,2,1,,0
879,Maria Alice das Neves,Sales de Ramos,Facebook Ads,Inglês Teens,,Noite,Domingo,8,1,0,2638.27,0
880,Luiz Miguel Moraes,Alves,Google Ads,Inglês Intermediário,55+,,Domingo,6,4,0,5129.93,0
881,Nina Brito,Teixeira,Google Ads,Inglês Teens,25-34,Noite,Terça-feira,1,5,0,1272.5,0
882,Sra. Luiza Costela,Monteiro de Minas,Facebook Ads,Espanhol,,Tarde,Quinta-feira,5,2,0,4208.05,0
883,Dr. Noah Aparecida,Pacheco do Amparo,Evento Presencial,Inglês Básico,35-44,Tarde,Segunda-feira,9,2,1,2790.17,0
884,Hellena Sousa,da Luz do Amparo,Google Ads,Inglês Adulto,25-34,,Quinta-feira,5,1,0,6587.01,0
885,Antony da Luz,Freitas,Instagram,Inglês Básico,45-54,Noite,Segunda-feira,10,3,0,3416.35,0
886,Maria Vitória da Rocha,da Luz,Instagram,Inglês Teens,25-34,Noite,Sexta-feira,6,2,1,6957.63,0
887,Gael Henrique Farias,Pacheco,Instagram,Inglês Básico,35-44,Tarde,Domingo,9,0,1,4627.19,0
888,Mateus Nunes,Casa Grande,Indicação,Inglês Adulto,18-24,Noite,Terça-feira,8,3,1,3262.96,0
889,Theo Novaes,Martins Grande,Instagram,Inglês Básico,25-34,Tarde,Quarta-feira,6,2,0,5397.74,0
890,Maitê da Cunha,Castro do Norte,Facebook Ads,Inglês Adulto,25-34,Noite,Segunda-feira,9,2,1,,0
